19:10:00,,,73,04/10/2008,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1008495,183171,,,,,40.669413836,-73.91260308,"(40.669413836, -73.91260308)",PATROL BORO BKLYN NORTH,,18-24,BLACK,M
15:23:00,,,28,06/03/2007,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,999336,231461,,,,,40.801978284,-73.945511151,"(40.801978284, -73.945511151)",PATROL BORO MAN NORTH,,,UNKNOWN,E
20:50:00,02/16/2010,20:50:00,102,02/16/2010,105,ROBBERY,375,"ROBBERY,PHARMACY",COMPLETED,FELONY,QUEENS,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,NA,,NA,1031117,194344,,,,,40.699990268,-73.830977746,"(40.699990268, -73.830977746)",PATROL BORO QUEENS SOUTH,,,UNKNOWN,D
